Rank,Name,Genre,ESRB_Rating,Publisher,Developer,VGChartz_Score,Critic_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,status,Vgchartzscore,img_url,serial,Platform,url
33924.0,Hyperdevotion Noire: Goddess Black Heart,Role-Playing,,Idea Factory International,Compile Heart,,,,,,,,2017.0,,1.0,,/games/boxart/default.jpg,3759990605,PC,http://www.vgchartz.com/game/86242/hyperdevotion-noire-goddess-black-heart/?region=All
33939.0,I ate colors,Misc,,Aexol,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,3657155062,And,http://www.vgchartz.com/game/82811/i-ate-colors/?region=All
33952.0,I've Got to Run!,Action,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_2644270AmericaFrontccc.jpg,4704869398,WiiU,http://www.vgchartz.com/game/83095/ive-got-to-run/?region=All
33953.0,"I,Gladiator",Action,,Next Dimension Game Adventures Ltd.,Steel Monkeys,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,4562308865,PC,http://www.vgchartz.com/game/85340/igladiator/?region=All
33970.0,Ice Cream Surfer,Action,,Dolores Entertainment SL,Dolores Entertainment SL,,,,,,,,2014.0,,1.0,,/games/boxart/full_1336585AmericaFrontccc.png,4254380586,WiiU,http://www.vgchartz.com/game/83905/ice-cream-surfer/?region=All
33974.0,Ice Hockey,Misc,,Nintendo,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,7495794433,WiiU,http://www.vgchartz.com/game/78956/ice-hockey/?region=All
33983.0,Ichi,Puzzle,,Stolen Couch Games,Stolen Couch Games,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_2122933AmericaFrontccc.jpg,1387548344,Linux,http://www.vgchartz.com/game/83318/ichi/?region=All
33984.0,Ichi,Puzzle,,Stolen Couch Games,Stolen Couch Games,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_8960841AmericaFrontccc.jpg,1886604970,OSX,http://www.vgchartz.com/game/83319/ichi/?region=All
33985.0,Ichi,Puzzle,,Stolen Couch Games,Stolen Couch Games,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_3515457AmericaFrontccc.jpg,6196105866,PC,http://www.vgchartz.com/game/83320/ichi/?region=All
33992.0,Icomania,Misc,,Games for Friends,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,3463464998,And,http://www.vgchartz.com/game/71713/icomania/?region=All
33993.0,Icomania Guess The Icon Quiz,Action,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,5636353828,And,http://www.vgchartz.com/game/84979/icomania-guess-the-icon-quiz/?region=All
34006.0,Idol Hands,Strategy,,Pocket Games Inc,Pocket Games Inc,,,,,,,,2015.0,,1.0,,/games/boxart/full_8580030AmericaFrontccc.jpg,2012958234,PC,http://www.vgchartz.com/game/85171/idol-hands/?region=All
34024.0,IHF Handball Challenge 14,Misc,,Plug In Digital,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,7312390212,PC,http://www.vgchartz.com/game/80855/ihf-handball-challenge-14/?region=All
34029.0,Ikachan,Misc,,Nicalis,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,4884397244,3DS,http://www.vgchartz.com/game/80152/ikachan/?region=All
34062.0,Ilya Muromets,Simulation,,Unknown,1C Maddox Games,,,,,,,,2015.0,,1.0,,/games/boxart/full_6576458AmericaFrontccc.jpg,4782240386,PC,http://www.vgchartz.com/game/83853/ilya-muromets/?region=All
34089.0,Imperial SaGa,Role-Playing,,Square Enix,Square Enix,,,,,,,,2016.0,,1.0,,/games/boxart/full_5199855AmericaFrontccc.jpg,2103671278,PC,http://www.vgchartz.com/game/84956/imperial-saga/?region=All
34097.0,Impire,Misc,,Paradox Interactive,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,4215228237,PC,http://www.vgchartz.com/game/75337/impire/?region=All
34112.0,In Space We Brawl,Shooter,,Unknown,Unknown,,,,,,,,2016.0,,1.0,,/games/boxart/full_8109562AmericaFrontccc.jpg,5681432701,PS3,http://www.vgchartz.com/game/84197/in-space-we-brawl/?region=All
34113.0,In Space We Brawl,Shooter,,Unknown,Unknown,,,,,,,,2016.0,,1.0,,/games/boxart/full_6034353AmericaFrontccc.jpg,9819078055,PS4,http://www.vgchartz.com/game/84198/in-space-we-brawl/?region=All
34117.0,In Verbis Virtus,Misc,,Choice of Games,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,5073424156,And,http://www.vgchartz.com/game/82274/in-verbis-virtus/?region=All
34118.0,In Verbis Virtus,Misc,,Unknown,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,7591813019,PC,http://www.vgchartz.com/game/82275/in-verbis-virtus/?region=All
34120.0,Inazuma Eleven Online,Misc,,Level 5,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,5417408680,PC,http://www.vgchartz.com/game/81554/inazuma-eleven-online/?region=All
34157.0,Industry Empire,Simulation,,Rondomedia,Rondomedia,,,,,,,,2014.0,,1.0,,/games/boxart/full_7763900AmericaFrontccc.jpg,1690212649,PC,http://www.vgchartz.com/game/83864/industry-empire/?region=All
34160.0,Industry Giant II,Strategy,E,UIG Entertainment,"Reactor, Inc.",,,,,,,,2017.0,21st Sep 18,1.0,,/games/boxart/full_9141212AmericaFrontccc.jpg,3643885144,XOne,http://www.vgchartz.com/game/161259/industry-giant-ii/?region=All
34161.0,Industry Giant II,Strategy,E,UIG Entertainment,"Reactor, Inc.",,,,,,,,2017.0,21st Sep 18,1.0,,/games/boxart/full_5525554AmericaFrontccc.jpg,1190891980,PS4,http://www.vgchartz.com/game/161260/industry-giant-ii/?region=All
34167.0,Inescapable,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,1134521726,OSX,http://www.vgchartz.com/game/82504/inescapable/?region=All
34168.0,Inescapable,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,5432425553,Linux,http://www.vgchartz.com/game/82505/inescapable/?region=All
34169.0,Inescapable,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,7393926598,PC,http://www.vgchartz.com/game/82506/inescapable/?region=All
34185.0,Infinite Crisis,Misc,,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,1827098737,PC,http://www.vgchartz.com/game/73053/infinite-crisis/?region=All
34187.0,Infinite Pics,Action,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,8397133618,And,http://www.vgchartz.com/game/83204/infinite-pics/?region=All
34190.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_5820105AmericaFrontccc.jpg,4355899267,Linux,http://www.vgchartz.com/game/83587/infinity-runner/?region=All
34191.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_8271453AmericaFrontccc.jpg,1466305040,OSX,http://www.vgchartz.com/game/83588/infinity-runner/?region=All
34192.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2014.0,08th Aug 18,1.0,,/games/boxart/full_1473976AmericaFrontccc.jpg,8784334388,PC,http://www.vgchartz.com/game/83589/infinity-runner/?region=All
53942.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2015.0,08th Aug 18,1.0,,/games/boxart/full_4274586AmericaFrontccc.jpg,9958273152,PS4,http://www.vgchartz.com/game/222548/infinity-runner/?region=All
53943.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2015.0,08th Aug 18,1.0,,/games/boxart/full_4704991AmericaFrontccc.jpg,8534412466,XOne,http://www.vgchartz.com/game/222549/infinity-runner/?region=All
53944.0,Infinity Runner,Action,T,Wales Interactive Ltd.,Wales Interactive Ltd.,,,,,,,,2016.0,08th Aug 18,1.0,,/games/boxart/full_6782960AmericaFrontccc.png,1391082107,WiiU,http://www.vgchartz.com/game/222550/infinity-runner/?region=All
34210.0,Inner City Kids,Strategy,,Jamo Games,Jamo Games,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,5940879445,PSV,http://www.vgchartz.com/game/84013/inner-city-kids/?region=All
34222.0,Insanity's Blade,Adventure,,Unknown,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/full_7144313AmericaFrontccc.jpg,5216912994,WiiU,http://www.vgchartz.com/game/84519/insanitys-blade/?region=All
34223.0,Insanity's Blade,Adventure,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_5275577AmericaFrontccc.jpg,8551492286,OSX,http://www.vgchartz.com/game/84520/insanitys-blade/?region=All
34224.0,Insanity's Blade,Adventure,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_4777345AmericaFrontccc.jpg,1743755749,Linux,http://www.vgchartz.com/game/84521/insanitys-blade/?region=All
34225.0,Insanity's Blade,Adventure,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_6433241AmericaFrontccc.jpg,4091164785,PC,http://www.vgchartz.com/game/84522/insanitys-blade/?region=All
34245.0,Instant Dungeon!,Role-Playing,,Desura,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_1440927AmericaFrontccc.jpg,5096758497,PC,http://www.vgchartz.com/game/83481/instant-dungeon/?region=All
34246.0,Instant Dungeon!,Role-Playing,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_7072029AmericaFrontccc.png,2120081218,PSV,http://www.vgchartz.com/game/83482/instant-dungeon/?region=All
34247.0,Instantion,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,4256131598,And,http://www.vgchartz.com/game/80992/instantion/?region=All
34248.0,Insurgency,Misc,,NEW WORLD,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,7691255357,PC,http://www.vgchartz.com/game/80818/insurgency/?region=All
34249.0,Insurgency,Misc,,NEW WORLD,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,8199163404,OSX,http://www.vgchartz.com/game/80819/insurgency/?region=All
34255.0,Interloper,Strategy,,Monogon Games,Monogon Games,,,,,,,,2015.0,18th Jul 18,1.0,,/games/boxart/full_1670990AmericaFrontccc.jpg,1338018837,Linux,http://www.vgchartz.com/game/84254/interloper/?region=All
34256.0,Interloper,Strategy,,Monogon Games,Monogon Games,,,,,,,,2015.0,18th Jul 18,1.0,,/games/boxart/full_39608AmericaFrontccc.jpg,7345062533,OSX,http://www.vgchartz.com/game/84255/interloper/?region=All
34257.0,Interloper,Strategy,,Monogon Games,Monogon Games,,,,,,,,2015.0,18th Jul 18,1.0,,/games/boxart/full_4892799AmericaFrontccc.jpg,9224187403,PC,http://www.vgchartz.com/game/84256/interloper/?region=All
34260.0,Internal Invasion,Strategy,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_2041738AmericaFrontccc.jpg,4761024349,WiiU,http://www.vgchartz.com/game/83445/internal-invasion/?region=All
34314.0,Into the Dark,Misc,,Homegrown Games,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,2355409618,PC,http://www.vgchartz.com/game/81814/into-the-dark/?region=All
34334.0,"Invisible, Inc.",Action,,Klei Entertainment,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,1499454423,Linux,http://www.vgchartz.com/game/85520/invisible-inc/?region=All
34335.0,"Invisible, Inc.",Action,,Klei Entertainment,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,8162724236,PC,http://www.vgchartz.com/game/85521/invisible-inc/?region=All
34336.0,Invokers Tournament,Action,,StormBasic Games,StormBasic Games,,,,,,,,2015.0,,1.0,,/games/boxart/full_798869AmericaFrontccc.jpg,1042453524,PS4,http://www.vgchartz.com/game/84562/invokers-tournament/?region=All
34337.0,Invokers Tournament,Action,,StormBasic Games,StormBasic Games,,,,,,,,2015.0,,1.0,,/games/boxart/full_3835649AmericaFrontccc.jpg,8427020309,PSV,http://www.vgchartz.com/game/84563/invokers-tournament/?region=All
34338.0,Invokers Tournament,Action,,StormBasic Games,StormBasic Games,,,,,,,,2015.0,,1.0,,/games/boxart/full_1868826AmericaFrontccc.jpg,3470952853,PS3,http://www.vgchartz.com/game/84564/invokers-tournament/?region=All
34344.0,iON Bond,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2838716087,And,http://www.vgchartz.com/game/82663/ion-bond/?region=All
34347.0,IQ Test,Puzzle,E,Unknown,Ninja Pig Studios,,,,,,,,2014.0,03rd Jan 18,1.0,,/games/boxart/full_9228357AmericaFrontccc.png,8333251765,WiiU,http://www.vgchartz.com/game/83971/iq-test/?region=All
34347.0,IQ Test,Puzzle,E,Unknown,Ninja Pig Studios,,,,,,,,2014.0,03rd Jan 18,1.0,,/games/boxart/full_9228357AmericaFrontccc.png,3522159678,WiiU,http://www.vgchartz.com/game/83971/iq-test/?region=All
34370.0,Iron Knights,Action,,Actoz Soft,Actoz Soft,,,,,,,,2014.0,,1.0,,/games/boxart/full_3178681AmericaFrontccc.jpg,6459260599,And,http://www.vgchartz.com/game/83842/iron-knights/?region=All
34379.0,Iron Man 3 - The Official Game,Misc,,Gameloft,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,3324369814,And,http://www.vgchartz.com/game/82061/iron-man-3-the-official-game/?region=All
34387.0,Ironclad Tactics,Misc,,Zachtronics Industries,Unknown,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,5205019299,PS4,http://www.vgchartz.com/game/81766/ironclad-tactics/?region=All
34388.0,Ironclad Tactics,Misc,,Zachtronics Industries,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9515661557,Linux,http://www.vgchartz.com/game/81767/ironclad-tactics/?region=All
34389.0,Ironclad Tactics,Misc,,Zachtronics Industries,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,7465490852,OSX,http://www.vgchartz.com/game/81768/ironclad-tactics/?region=All
34390.0,Ironclad Tactics,Misc,,Zachtronics Industries,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,1584890000,PC,http://www.vgchartz.com/game/81769/ironclad-tactics/?region=All
34396.0,IronFall Invasion,Shooter,T,VD-dev,VD-dev,,4.5,,,,,,2015.0,04th Aug 18,1.0,,/games/boxart/full_7247496AmericaFrontccc.png,7463397146,3DS,http://www.vgchartz.com/game/85065/ironfall-invasion/?region=All
34397.0,Ironpants,Misc,,Eduardas Klenauskis,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,3425380523,And,http://www.vgchartz.com/game/78612/ironpants/?region=All
34398.0,Ironpants,Misc,,Eduardas Klenauskis,Eduardas Klenauskis,,,,,,,,2014.0,,1.0,,/games/boxart/full_9370787AmericaFrontccc.png,6609235981,PC,http://www.vgchartz.com/game/78614/ironpants/?region=All
34431.0,Ittle Dew,Misc,,Ludosity AB,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,9854379829,And,http://www.vgchartz.com/game/82612/ittle-dew/?region=All
34432.0,Ittle Dew,Misc,,Ludosity AB,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9556051575,PC,http://www.vgchartz.com/game/82613/ittle-dew/?region=All
34433.0,Ittle Dew,Misc,,Ludosity AB,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,1259543636,WiiU,http://www.vgchartz.com/game/82614/ittle-dew/?region=All
34482.0,Jack Keane 2,Adventure,,Astragon,DECK13 Interactive,,,,,,,,2013.0,10th May 18,1.0,,/games/boxart/full_4752467AmericaFrontccc.jpeg,2519003913,PC,http://www.vgchartz.com/game/65010/jack-keane-2/?region=All
34500.0,Jacob Jones and the Bigfoot Mystery,Misc,,Sony Computer Entertainment,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9172462697,PSV,http://www.vgchartz.com/game/72175/jacob-jones-and-the-bigfoot-mystery/?region=All
34501.0,Jacob Jones and the Bigfoot Mystery,Misc,,Sony Computer Entertainment,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,8076401183,PS3,http://www.vgchartz.com/game/72176/jacob-jones-and-the-bigfoot-mystery/?region=All
34508.0,Jagged Alliance: Flashback,Misc,,Full Control Studios,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2850688732,PC,http://www.vgchartz.com/game/80946/jagged-alliance-flashback/?region=All
34551.0,Jamsouls,Action,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_839992AmericaFrontccc.jpg,1896498584,PC,http://www.vgchartz.com/game/84216/jamsouls/?region=All
34599.0,Jelly Splash,Misc,,wooga,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,1349652061,And,http://www.vgchartz.com/game/78615/jelly-splash/?region=All
34600.0,Jelly Splash,Misc,,wooga,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,4714680314,BRW,http://www.vgchartz.com/game/78616/jelly-splash/?region=All
34601.0,Jellycar,Racing,,Unknown,Walaber,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,4134557197,XBL,http://www.vgchartz.com/game/37697/jellycar/?region=All
34646.0,Jet Gunner,Action,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/full_8515020AmericaFrontccc.jpg,8937481580,PC,http://www.vgchartz.com/game/84022/jet-gunner/?region=All
34661.0,Jett Rocket II: The Wrath of Taikai,Misc,,Shin'en,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,8946991297,3DS,http://www.vgchartz.com/game/79392/jett-rocket-ii-the-wrath-of-taikai/?region=All
34662.0,Jett Tailfin,Racing,,Hoplite Research,Hoplite Research,,,,,,,,2014.0,10th Apr 18,1.0,,/games/boxart/full_2208339PALFrontccc.jpg,2313764918,WiiU,http://www.vgchartz.com/game/84098/jett-tailfin/?region=All
34663.0,Jewel Adventures,Misc,,Enjoy Gaming ltd.,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,6343463847,3DS,http://www.vgchartz.com/game/80065/jewel-adventures/?region=All
34672.0,Jewel Match 3,Strategy,,Avanquest Software,Suricate Software,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,3165225862,DS,http://www.vgchartz.com/game/95350/jewel-match-3/?region=All
34678.0,Jewel Quest IV: Heritage,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,8741708790,3DS,http://www.vgchartz.com/game/81968/jewel-quest-iv-heritage/?region=All
34679.0,Jewel Quest Mysteries 3 - The Seventh Gate,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,6907101480,PC,http://www.vgchartz.com/game/79132/jewel-quest-mysteries-3-the-seventh-gate/?region=All
34680.0,Jewel Quest Mysteries 3 - The Seventh Gate,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2370616545,3DS,http://www.vgchartz.com/game/79133/jewel-quest-mysteries-3-the-seventh-gate/?region=All
34711.0,Jikkyou Powerful Pro Baseball Success Special,Sports,,Konami Digital Entertainment,Konami Digital Entertainment,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,1308207437,PSV,http://www.vgchartz.com/game/86388/jikkyou-powerful-pro-baseball-success-special/?region=All
34712.0,Jikkyou Powerful Pro Baseball Success Special,Sports,,Konami Digital Entertainment,Konami Digital Entertainment,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,5250769560,PS4,http://www.vgchartz.com/game/86389/jikkyou-powerful-pro-baseball-success-special/?region=All
34713.0,Jikkyou Powerful Pro Baseball Success Special,Sports,,Konami Digital Entertainment,Konami Digital Entertainment,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,7942609462,PS3,http://www.vgchartz.com/game/86390/jikkyou-powerful-pro-baseball-success-special/?region=All
34791.0,Joe Danger,Racing,,Hello Games,Hello Games,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,2817807721,PC,http://www.vgchartz.com/game/39510/joe-danger/?region=All
34793.0,Joe Dever's Lone Wolf: The Shianti Halls,Adventure,,Bulkypix,Bulkypix,,,,,,,,2014.0,,1.0,,/games/boxart/full_4445981AmericaFrontccc.png,7507665749,And,http://www.vgchartz.com/game/83863/joe-devers-lone-wolf-the-shianti-halls/?region=All
34825.0,Joining Hands,Misc,,10tons Ltd,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,7960281827,WinP,http://www.vgchartz.com/game/82356/joining-hands/?region=All
34826.0,Joining Hands 2,Misc,,10tons Ltd,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,3613292523,OSX,http://www.vgchartz.com/game/82357/joining-hands-2/?region=All
34827.0,Joining Hands 2,Misc,,10tons Ltd,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,2518137838,And,http://www.vgchartz.com/game/82358/joining-hands-2/?region=All
34828.0,Joining Hands 2,Misc,,10tons Ltd,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,8438133835,WinP,http://www.vgchartz.com/game/82359/joining-hands-2/?region=All
34829.0,Joining Hands 2,Misc,,10tons Ltd,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,5703910843,PC,http://www.vgchartz.com/game/82368/joining-hands-2/?region=All
34853.0,Journey of a Roach,Misc,,Daedalic Entertainment,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,2226043326,Linux,http://www.vgchartz.com/game/79638/journey-of-a-roach/?region=All
34854.0,Journey of a Roach,Misc,,Daedalic Entertainment,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9253499770,OSX,http://www.vgchartz.com/game/79639/journey-of-a-roach/?region=All
34855.0,Journey of a Roach,Misc,,Daedalic Entertainment,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,4214470744,PC,http://www.vgchartz.com/game/79640/journey-of-a-roach/?region=All
34870.0,Judas Code,Role-Playing,,tri-Ace,tri-Ace,,,,,,,,2014.0,,1.0,,/games/boxart/full_1707992JapanFrontccc.jpg,6976345828,PSV,http://www.vgchartz.com/game/83607/judas-code/?region=All
34890.0,Jump Trials Supreme,Misc,,G-Style,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9735050176,3DS,http://www.vgchartz.com/game/80017/jump-trials-supreme/?region=All
34910.0,Jungle Heat,Misc,,MY.COM,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,8180695170,And,http://www.vgchartz.com/game/78108/jungle-heat/?region=All
34930.0,Junktopia,Misc,,Mobo Studio,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,5081777117,And,http://www.vgchartz.com/game/80928/junktopia/?region=All
34946.0,Jurassic Park: Builder,Misc,,Ludia,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,2449835511,And,http://www.vgchartz.com/game/72057/jurassic-park-builder/?region=All
34983.0,K-Nika,Puzzle,,Devilish Developments,Devilish Developments,,,,,,,,2014.0,,1.0,,/games/boxart/full_5644492AmericaFrontccc.png,7177422188,And,http://www.vgchartz.com/game/83694/k-nika/?region=All
34989.0,Kabama,Misc,,Triangle Service,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,3968665531,X360,http://www.vgchartz.com/game/80342/kabama/?region=All
35025.0,Kairobotica,Simulation,,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",,,,,,,,2014.0,,1.0,,/games/boxart/full_5285794AmericaFrontccc.png,1937715083,And,http://www.vgchartz.com/game/83855/kairobotica/?region=All
35053.0,Kalimba,Platform,,Microsoft Studios,Press Play,,,,,,,,2015.0,,1.0,,/games/boxart/full_8634993AmericaFrontccc.jpg,6892811720,PC,http://www.vgchartz.com/game/85001/kalimba/?region=All
54018.0,Kalimba,Platform,,Microsoft Studios,Press Play,,,,,,,,2014.0,09th Aug 18,1.0,,/games/boxart/full_4096028AmericaFrontccc.jpeg,8243582880,XOne,http://www.vgchartz.com/game/222564/kalimba/?region=All
35072.0,Kamen Rider: Climax Heroes Fourze,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,6703247086,Linux,http://www.vgchartz.com/game/80370/kamen-rider-climax-heroes-fourze/?region=All
35073.0,Kamen Rider: Climax Heroes Fourze,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,4645324534,OSX,http://www.vgchartz.com/game/80371/kamen-rider-climax-heroes-fourze/?region=All
35074.0,Kamen Rider: Climax Heroes Fourze,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,4500598703,PC,http://www.vgchartz.com/game/80372/kamen-rider-climax-heroes-fourze/?region=All
35075.0,Kamen Rider: Climax Heroes OOO,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2023916897,PC,http://www.vgchartz.com/game/80367/kamen-rider-climax-heroes-ooo/?region=All
35076.0,Kamen Rider: Climax Heroes W,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,1443725480,PC,http://www.vgchartz.com/game/80364/kamen-rider-climax-heroes-w/?region=All
35079.0,Kamen Rider: SummonRide,Action,,Namco Bandai Games,Namco Bandai Games,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,9929091628,WiiU,http://www.vgchartz.com/game/84133/kamen-rider-summonride/?region=All
35080.0,Kamen Rider: SummonRide,Action,,Namco Bandai Games,Namco Bandai Games,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,5785801266,PS3,http://www.vgchartz.com/game/84134/kamen-rider-summonride/?region=All
35136.0,Karate Master 2 Knock Down Blow,Fighting,,Milestone S.r.l.,Crian Soft,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,1210655269,PC,http://www.vgchartz.com/game/85273/karate-master-2-knock-down-blow/?region=All
35137.0,Karate Phants: Gloves of Glory,Fighting,,Unknown,SnapDragon Games,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,6256395548,WW,http://www.vgchartz.com/game/36244/karate-phants-gloves-of-glory/?region=All
35152.0,Karous: The Beast of Re:Eden,Misc,,Unknown,Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2023160433,3DS,http://www.vgchartz.com/game/79699/karous-the-beast-of-reeden/?region=All
35190.0,Kazoku Keikaku: Re:Tsumugu Ito,Misc,,CyberFront,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,8739992419,PS3,http://www.vgchartz.com/game/74992/kazoku-keikaku-retsumugu-ito/?region=All
35192.0,KeeperRL,Role-Playing,,Michal Brzozowski,Michal Brzozowski,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,5059489393,Linux,http://www.vgchartz.com/game/85335/keeperrl/?region=All
35193.0,KeeperRL,Role-Playing,,Michal Brzozowski,Michal Brzozowski,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,6767968770,OSX,http://www.vgchartz.com/game/85336/keeperrl/?region=All
35194.0,KeeperRL,Role-Playing,,Michal Brzozowski,Michal Brzozowski,,,,,,,,2015.0,,1.0,,/games/boxart/default.jpg,7975799947,PC,http://www.vgchartz.com/game/85337/keeperrl/?region=All
